OrderItemID,OrderID,ProductID,Quantity,UnitPrice,DiscountAmount
OI0000581,O000226,P0014,3,825.05,247.51
OI0000582,O000226,P0010,4,154.21,30.84
OI0000583,O000226,P0002,5,679.52,339.76
OI0000584,O000227,P0017,3,481.33,0.0
OI0000585,O000227,P0005,2,927.73,185.55
OI0000586,O000227,P0029,4,715.35,0.0
OI0000587,O000227,P0025,1,217.01,0.0
OI0000588,O000228,P0007,2,846.55,0.0
OI0000589,O000228,P0016,1,183.96,9.2
OI0000590,O000228,P0021,4,620.01,124.0
OI0000591,O000229,P0001,3,917.28,275.18
OI0000592,O000229,P0007,1,859.49,0.0
OI0000593,O000229,P0008,3,456.86,0.0
OI0000594,O000230,P0027,1,88.01,0.0
OI0000595,O000231,P0014,2,821.3,82.13
OI0000596,O000231,P0012,2,333.38,33.34
OI0000597,O000231,P0001,2,844.99,0.0
OI0000598,O000232,P0004,3,791.53,0.0
OI0000599,O000232,P0013,3,510.62,153.19
OI0000600,O000233,P0002,1,662.63,33.13
OI0000601,O000234,P0007,1,811.13,0.0
OI0000602,O000234,P0022,5,373.79,186.9
OI0000603,O000235,P0010,1,152.72,7.64
OI0000604,O000236,P0012,4,340.44,0.0
OI0000605,O000236,P0018,4,797.13,159.43
OI0000606,O000237,P0030,1,922.34,46.12
OI0000607,O000238,P0029,3,773.7,116.06
OI0000608,O000239,P0028,1,451.18,0.0
OI0000609,O000239,P0026,3,326.83,0.0
OI0000610,O000240,P0022,2,377.29,37.73
OI0000611,O000240,P0020,3,256.94,0.0
OI0000612,O000241,P0015,3,905.87,135.88
OI0000613,O000241,P0026,4,338.16,0.0
OI0000614,O000241,P0004,2,789.77,0.0
OI0000615,O000241,P0028,2,401.89,80.38
OI0000616,O000242,P0025,3,221.15,0.0
OI0000617,O000242,P0016,4,183.46,36.69
OI0000618,O000242,P0015,1,803.52,0.0
OI0000619,O000242,P0001,5,918.73,459.37
OI0000620,O000243,P0014,2,839.33,83.93
OI0000621,O000244,P0017,4,514.26,0.0
OI0000622,O000244,P0003,4,339.22,0.0
OI0000623,O000245,P0013,2,458.4,45.84
OI0000624,O000245,P0026,5,327.95,81.99
OI0000625,O000245,P0015,3,810.85,121.63
OI0000626,O000245,P0024,1,315.34,15.77
OI0000627,O000246,P0026,5,354.15,0.0
OI0000628,O000247,P0011,3,561.69,0.0
OI0000629,O000247,P0028,4,416.92,166.77
OI0000630,O000247,P0020,4,250.9,0.0
OI0000631,O000247,P0023,4,80.89,0.0
OI0000632,O000248,P0018,5,735.25,0.0
OI0000633,O000248,P0002,2,670.45,67.05
OI0000634,O000248,P0004,3,779.71,0.0
OI0000635,O000249,P0023,3,80.81,12.12
OI0000636,O000249,P0002,5,632.32,158.08
OI0000637,O000250,P0016,1,195.99,0.0
OI0000638,O000250,P0018,4,788.88,157.78
OI0000639,O000251,P0024,2,315.39,63.08
OI0000640,O000251,P0020,3,242.96,36.44
OI0000641,O000252,P0010,4,153.17,0.0
OI0000642,O000252,P0014,5,867.57,433.79
OI0000643,O000252,P0010,5,154.43,77.22
OI0000644,O000253,P0022,3,412.61,0.0
OI0000645,O000253,P0023,2,86.05,0.0
OI0000646,O000253,P0023,1,89.45,8.95
OI0000647,O000254,P0022,5,374.74,93.69
OI0000648,O000254,P0026,1,331.75,0.0
OI0000649,O000254,P0013,2,456.46,0.0
OI0000650,O000254,P0007,3,868.94,0.0
OI0000651,O000255,P0023,3,82.08,24.62
OI0000652,O000256,P0024,5,330.14,165.07
OI0000653,O000256,P0026,3,340.41,0.0
OI0000654,O000257,P0018,1,693.61,0.0
OI0000655,O000257,P0007,5,884.22,221.06
OI0000656,O000257,P0027,2,96.58,0.0
OI0000657,O000258,P0010,4,139.05,0.0
OI0000658,O000258,P0006,2,705.09,0.0
OI0000659,O000259,P0005,2,963.03,0.0
OI0000660,O000259,P0001,3,877.84,0.0
OI0000661,O000259,P0002,2,715.49,143.1
OI0000662,O000260,P0016,5,196.58,0.0
OI0000663,O000260,P0026,3,331.88,0.0
OI0000664,O000260,P0017,1,509.34,0.0
OI0000665,O000261,P0008,2,482.28,0.0
OI0000666,O000261,P0012,3,336.28,100.88
OI0000667,O000261,P0017,4,525.13,0.0
OI0000668,O000262,P0002,3,658.98,0.0
OI0000669,O000262,P0013,3,493.2,0.0
OI0000670,O000263,P0016,1,188.97,0.0
OI0000671,O000263,P0011,5,500.54,0.0
OI0000672,O000263,P0006,5,683.96,0.0
OI0000673,O000263,P0007,2,883.71,88.37
OI0000674,O000264,P0021,1,653.27,0.0
OI0000675,O000264,P0001,4,911.86,0.0
OI0000676,O000264,P0003,1,324.92,0.0
OI0000677,O000264,P0018,1,758.44,0.0
OI0000678,O000265,P0014,3,779.11,0.0
OI0000679,O000265,P0018,1,766.11,76.61
OI0000680,O000265,P0003,5,324.45,0.0
OI0000681,O000265,P0012,5,330.21,0.0
OI0000682,O000266,P0016,2,196.08,0.0
OI0000683,O000267,P0010,3,156.6,0.0
OI0000684,O000267,P0018,5,708.43,0.0
OI0000685,O000268,P0010,2,151.9,0.0
OI0000686,O000269,P0008,5,494.69,0.0
OI0000687,O000269,P0004,2,786.8,157.36
OI0000688,O000270,P0010,1,140.7,0.0
OI0000689,O000271,P0004,3,780.73,0.0
OI0000690,O000271,P0011,4,530.85,212.34
OI0000691,O000272,P0026,3,353.92,0.0
OI0000692,O000272,P0001,3,847.96,0.0
OI0000693,O000272,P0023,4,83.04,0.0
OI0000694,O000273,P0015,3,897.8,134.67
OI0000695,O000273,P0018,1,712.39,71.24
OI0000696,O000273,P0003,3,368.1,0.0
OI0000697,O000273,P0029,5,721.54,0.0
OI0000698,O000274,P0025,5,207.82,0.0
OI0000699,O000274,P0018,3,754.81,226.44
OI0000700,O000274,P0016,2,191.05,0.0
OI0000701,O000274,P0029,5,784.05,0.0
OI0000702,O000275,P0012,5,325.04,0.0
OI0000703,O000275,P0028,5,440.11,220.06
OI0000704,O000275,P0005,4,900.9,360.36
OI0000705,O000275,P0019,2,779.66,77.97
OI0000706,O000276,P0003,3,341.84,0.0
OI0000707,O000276,P0022,2,388.57,0.0
OI0000708,O000277,P0021,3,590.94,177.28
OI0000709,O000278,P0013,4,480.0,0.0
OI0000710,O000278,P0017,3,478.57,0.0
OI0000711,O000279,P0016,4,206.7,0.0
OI0000712,O000279,P0017,2,483.34,0.0
OI0000713,O000279,P0003,5,356.55,0.0
OI0000714,O000280,P0022,2,382.41,0.0
OI0000715,O000281,P0021,4,583.12,0.0
OI0000716,O000281,P0005,5,964.25,0.0
OI0000717,O000282,P0009,2,769.16,76.92
OI0000718,O000282,P0020,5,247.95,0.0
OI0000719,O000283,P0028,4,406.29,81.26
OI0000720,O000283,P0020,2,253.81,0.0
OI0000721,O000283,P0020,5,234.01,0.0
OI0000722,O000283,P0030,4,890.13,0.0
OI0000723,O000284,P0007,5,883.02,441.51
OI0000724,O000285,P0029,5,768.52,384.26
OI0000725,O000285,P0017,1,457.32,0.0
OI0000726,O000285,P0029,5,761.47,0.0
OI0000727,O000285,P0029,4,759.46,0.0
OI0000728,O000286,P0026,4,322.99,129.2
OI0000729,O000286,P0004,4,723.45,144.69
OI0000730,O000286,P0025,2,231.14,0.0
OI0000731,O000286,P0010,5,154.79,38.7
OI0000732,O000287,P0019,5,708.11,0.0
OI0000733,O000288,P0014,3,790.73,118.61
OI0000734,O000288,P0021,5,605.51,302.76
OI0000735,O000288,P0014,5,824.27,0.0
OI0000736,O000289,P0006,3,686.67,103.0
OI0000737,O000289,P0009,3,776.36,116.45
OI0000738,O000289,P0024,2,354.22,0.0
OI0000739,O000289,P0024,2,333.12,0.0
OI0000740,O000290,P0026,5,336.39,0.0
OI0000741,O000290,P0006,4,729.12,0.0
OI0000742,O000290,P0026,1,347.03,17.35
OI0000743,O000291,P0003,5,324.04,81.01
OI0000744,O000291,P0030,4,892.48,356.99
OI0000745,O000291,P0010,5,136.35,0.0
OI0000746,O000292,P0007,1,873.29,87.33
OI0000747,O000292,P0017,2,496.5,0.0
OI0000748,O000292,P0012,2,359.89,0.0
OI0000749,O000293,P0013,5,467.56,0.0
OI0000750,O000293,P0024,1,357.54,35.75
OI0000751,O000293,P0010,5,155.65,0.0
OI0000752,O000293,P0012,3,336.71,0.0
OI0000753,O000294,P0014,5,790.71,0.0
OI0000754,O000294,P0017,3,475.84,0.0
OI0000755,O000295,P0023,4,92.16,36.86
OI0000756,O000295,P0016,2,202.81,20.28
OI0000757,O000295,P0022,4,411.14,0.0
OI0000758,O000296,P0022,2,405.4,40.54
OI0000759,O000296,P0012,5,353.43,0.0
OI0000760,O000297,P0003,5,372.0,93.0
OI0000761,O000297,P0011,3,511.75,153.53
OI0000762,O000297,P0009,2,819.97,0.0
OI0000763,O000298,P0028,3,408.68,0.0
OI0000764,O000298,P0027,2,95.53,0.0
OI0000765,O000299,P0022,4,394.29,157.72
OI0000766,O000300,P0029,5,799.83,199.96
OI0000767,O000300,P0006,5,657.48,0.0
OI0000768,O000300,P0025,5,204.99,102.5
OI0000769,O000300,P0026,4,329.49,131.8
OI0000770,O000301,P0015,1,887.65,44.38
OI0000771,O000301,P0011,1,494.74,0.0
OI0000772,O000302,P0006,5,655.65,0.0
OI0000773,O000302,P0016,5,190.37,0.0
OI0000774,O000302,P0016,4,186.39,0.0
OI0000775,O000303,P0019,2,788.72,0.0
OI0000776,O000303,P0026,2,333.41,33.34
OI0000777,O000304,P0006,4,680.44,272.18
OI0000778,O000305,P0009,5,809.51,0.0
OI0000779,O000305,P0013,1,504.53,0.0
OI0000780,O000305,P0007,3,833.72,0.0
OI0000781,O000306,P0018,5,799.61,0.0
OI0000782,O000306,P0012,1,346.74,0.0
OI0000783,O000306,P0028,5,408.16,204.08
OI0000784,O000307,P0025,4,230.46,46.09
OI0000785,O000307,P0020,3,241.45,0.0
OI0000786,O000307,P0028,2,437.24,0.0
OI0000787,O000307,P0014,5,850.94,0.0
OI0000788,O000308,P0021,3,649.74,194.92
OI0000789,O000308,P0021,4,607.21,121.44
OI0000790,O000308,P0025,3,225.72,67.72
OI0000791,O000309,P0005,2,974.44,0.0
OI0000792,O000310,P0030,4,883.64,0.0
OI0000793,O000311,P0003,4,338.61,0.0
OI0000794,O000311,P0024,3,332.94,0.0
OI0000795,O000312,P0028,3,451.97,67.8
OI0000796,O000312,P0028,5,456.62,228.31
OI0000797,O000312,P0015,2,923.61,184.72
OI0000798,O000313,P0017,5,473.57,0.0
OI0000799,O000313,P0016,5,186.89,0.0
OI0000800,O000313,P0015,3,843.6,0.0
OI0000801,O000313,P0005,3,879.15,263.75
OI0000802,O000314,P0023,4,91.91,18.38
OI0000803,O000315,P0026,1,333.05,0.0
OI0000804,O000315,P0014,5,833.52,0.0
OI0000805,O000316,P0009,1,758.02,0.0
OI0000806,O000316,P0017,5,510.94,0.0
OI0000807,O000317,P0007,1,795.85,0.0
OI0000808,O000317,P0004,4,780.52,0.0
OI0000809,O000317,P0023,5,85.89,0.0
OI0000810,O000317,P0001,2,821.27,164.25
OI0000811,O000318,P0023,4,89.0,0.0
OI0000812,O000318,P0003,2,322.8,0.0
OI0000813,O000319,P0012,4,362.16,0.0
OI0000814,O000319,P0011,1,563.19,0.0
OI0000815,O000319,P0002,3,699.69,0.0
OI0000816,O000319,P0018,4,713.07,0.0
OI0000817,O000320,P0013,4,471.1,0.0
OI0000818,O000320,P0007,4,867.03,0.0
OI0000819,O000321,P0030,3,831.03,0.0
OI0000820,O000321,P0024,5,336.96,0.0
OI0000821,O000321,P0016,3,186.04,0.0
OI0000822,O000322,P0001,2,922.38,184.48
OI0000823,O000322,P0004,4,800.74,0.0
OI0000824,O000322,P0002,5,700.5,175.12
OI0000825,O000323,P0003,5,340.17,0.0
OI0000826,O000323,P0002,3,686.16,205.85
OI0000827,O000323,P0026,1,311.56,0.0
OI0000828,O000323,P0011,5,558.66,0.0
OI0000829,O000324,P0012,2,338.03,0.0
OI0000830,O000324,P0016,4,196.85,78.74
OI0000831,O000324,P0023,4,81.89,0.0
OI0000832,O000324,P0018,3,729.46,109.42
OI0000833,O000325,P0015,3,903.71,271.11
OI0000834,O000325,P0012,4,324.51,129.8
OI0000835,O000326,P0025,5,208.69,0.0
OI0000836,O000326,P0022,5,406.52,0.0
OI0000837,O000326,P0017,4,507.8,0.0
OI0000838,O000327,P0004,5,785.37,0.0
OI0000839,O000328,P0007,1,776.47,38.82
OI0000840,O000328,P0022,4,389.04,155.62
OI0000841,O000328,P0009,1,751.42,75.14
OI0000842,O000328,P0023,1,79.55,0.0
OI0000843,O000329,P0012,5,364.67,91.17
OI0000844,O000330,P0017,1,505.44,0.0
OI0000845,O000330,P0003,2,373.56,0.0
OI0000846,O000330,P0004,2,770.37,0.0
OI0000847,O000331,P0018,5,740.01,0.0
OI0000848,O000331,P0025,5,212.67,53.17
OI0000849,O000332,P0017,3,499.67,149.9
OI0000850,O000332,P0020,4,259.0,0.0
OI0000851,O000332,P0018,3,789.57,118.44
OI0000852,O000332,P0025,4,228.33,0.0
OI0000853,O000333,P0012,4,348.67,69.73
OI0000854,O000333,P0001,1,947.98,94.8
OI0000855,O000333,P0001,5,832.87,0.0
OI0000856,O000334,P0001,3,939.31,281.79
OI0000857,O000334,P0018,5,798.93,0.0
OI0000858,O000334,P0004,1,761.96,0.0
OI0000859,O000335,P0008,3,492.97,0.0
OI0000860,O000335,P0019,4,760.34,0.0
OI0000861,O000336,P0016,5,204.67,0.0
OI0000862,O000336,P0020,3,225.52,67.66
OI0000863,O000337,P0012,4,346.99,0.0
OI0000864,O000337,P0028,2,444.29,88.86
OI0000865,O000337,P0030,1,895.17,44.76
OI0000866,O000338,P0011,5,551.19,0.0
OI0000867,O000338,P0002,4,719.87,287.95
OI0000868,O000339,P0026,4,312.69,0.0
OI0000869,O000339,P0003,4,352.68,0.0
OI0000870,O000339,P0018,4,722.4,144.48
OI0000871,O000340,P0018,2,748.39,149.68
OI0000872,O000340,P0007,5,851.67,425.83
OI0000873,O000340,P0008,2,439.45,43.95
OI0000874,O000340,P0011,5,501.14,125.28
OI0000875,O000341,P0020,1,252.88,0.0
OI0000876,O000341,P0012,5,368.9,92.23
OI0000877,O000341,P0020,2,240.58,0.0
OI0000878,O000342,P0004,1,736.33,73.63
OI0000879,O000343,P0010,4,145.66,0.0
OI0000880,O000344,P0018,4,763.99,0.0
OI0000881,O000344,P0023,1,84.36,8.44
OI0000882,O000344,P0002,3,637.18,0.0
OI0000883,O000345,P0021,1,587.4,0.0
OI0000884,O000345,P0022,3,409.22,0.0
OI0000885,O000345,P0010,4,140.26,28.05
OI0000886,O000345,P0017,1,518.16,25.91
OI0000887,O000346,P0018,1,696.7,69.67
OI0000888,O000346,P0010,3,146.08,0.0
OI0000889,O000346,P0001,3,907.44,0.0
OI0000890,O000346,P0021,3,603.82,181.15
OI0000891,O000347,P0018,3,718.14,0.0
OI0000892,O000348,P0017,5,515.82,0.0
OI0000893,O000348,P0014,2,851.11,85.11
OI0000894,O000348,P0010,5,142.47,71.23
OI0000895,O000348,P0005,2,973.04,194.61
OI0000896,O000349,P0023,5,91.41,22.85
OI0000897,O000349,P0030,2,898.18,179.64
OI0000898,O000349,P0030,2,852.47,170.49
OI0000899,O000350,P0024,1,349.59,17.48
OI0000900,O000350,P0014,3,834.29,0.0
OI0000901,O000351,P0001,5,898.29,449.14
OI0000902,O000351,P0019,5,721.2,0.0
OI0000903,O000352,P0005,5,1001.37,250.34
OI0000904,O000352,P0023,3,81.81,12.27
OI0000905,O000352,P0016,4,184.2,0.0
OI0000906,O000352,P0008,1,463.84,0.0
OI0000907,O000353,P0025,2,202.91,20.29
OI0000908,O000353,P0028,5,427.32,0.0
OI0000909,O000354,P0020,4,251.03,50.21
OI0000910,O000355,P0017,1,484.22,0.0
OI0000911,O000356,P0018,4,751.65,0.0
OI0000912,O000357,P0025,3,216.13,32.42
OI0000913,O000357,P0010,5,155.74,77.87
OI0000914,O000357,P0029,2,752.65,75.27
OI0000915,O000358,P0013,4,476.85,0.0
OI0000916,O000358,P0006,4,689.94,0.0
OI0000917,O000359,P0023,1,80.59,4.03
OI0000918,O000359,P0021,3,589.21,88.38
OI0000919,O000360,P0002,2,713.8,142.76
OI0000920,O000360,P0028,2,405.74,0.0
OI0000921,O000360,P0006,1,672.06,0.0
OI0000922,O000360,P0024,4,324.96,0.0
OI0000923,O000361,P0001,4,882.09,176.42
OI0000924,O000361,P0018,1,762.25,38.11
OI0000925,O000361,P0008,2,476.89,47.69
OI0000926,O000362,P0008,5,454.4,227.2
OI0000927,O000363,P0002,2,707.77,141.55
OI0000928,O000363,P0027,5,88.01,0.0
OI0000929,O000363,P0002,1,662.65,0.0
OI0000930,O000364,P0015,5,842.86,0.0
OI0000931,O000364,P0003,3,339.34,50.9
OI0000932,O000365,P0010,4,138.08,0.0
OI0000933,O000366,P0020,1,228.21,22.82
OI0000934,O000366,P0003,4,360.87,144.35
OI0000935,O000367,P0017,5,525.0,0.0
OI0000936,O000367,P0030,2,892.52,89.25
OI0000937,O000367,P0017,4,487.29,0.0
OI0000938,O000368,P0004,1,762.49,0.0
OI0000939,O000369,P0012,5,368.06,0.0
OI0000940,O000369,P0001,2,908.21,0.0
OI0000941,O000369,P0026,1,320.82,32.08
OI0000942,O000370,P0011,4,553.38,221.35
OI0000943,O000370,P0001,2,840.87,0.0
OI0000944,O000370,P0030,4,933.26,0.0
OI0000945,O000371,P0015,4,918.07,0.0
OI0000946,O000371,P0027,5,88.03,0.0
OI0000947,O000371,P0018,5,694.28,347.14
OI0000948,O000372,P0027,1,88.58,4.43
OI0000949,O000372,P0021,5,662.52,331.26
OI0000950,O000372,P0020,4,231.13,0.0
OI0000951,O000373,P0014,1,841.29,0.0
OI0000952,O000373,P0012,4,369.32,0.0
OI0000953,O000373,P0007,5,811.29,0.0
OI0000954,O000374,P0017,1,510.29,51.03
OI0000955,O000374,P0005,2,927.36,92.74
OI0000956,O000374,P0024,5,326.08,0.0
OI0000957,O000374,P0005,1,997.86,99.79
OI0000958,O000375,P0001,3,941.11,282.33
OI0000959,O000376,P0017,3,452.01,0.0
OI0000960,O000377,P0018,3,781.26,0.0
OI0000961,O000377,P0009,2,726.77,0.0
OI0000962,O000377,P0001,5,890.51,0.0
OI0000963,O000378,P0005,3,961.58,0.0
OI0000964,O000378,P0003,3,354.92,0.0
OI0000965,O000378,P0018,4,697.97,0.0
OI0000966,O000379,P0003,4,343.04,137.22
OI0000967,O000380,P0023,5,80.42,20.11
OI0000968,O000380,P0019,2,705.23,70.52
OI0000969,O000381,P0016,2,208.51,0.0
OI0000970,O000381,P0028,5,412.06,0.0
OI0000971,O000381,P0013,2,505.21,0.0
OI0000972,O000381,P0026,3,328.22,0.0
OI0000973,O000382,P0028,2,413.65,0.0
OI0000974,O000382,P0020,5,228.89,0.0
OI0000975,O000382,P0013,1,477.03,0.0
OI0000976,O000382,P0026,3,332.26,49.84
OI0000977,O000383,P0016,4,182.05,0.0
OI0000978,O000383,P0027,5,89.87,22.47
OI0000979,O000384,P0022,1,401.77,40.18
OI0000980,O000384,P0027,4,85.44,34.18
OI0000981,O000385,P0006,3,728.21,0.0
OI0000982,O000385,P0020,1,249.73,24.97
OI0000983,O000385,P0025,4,211.65,0.0
OI0000984,O000385,P0003,2,365.86,73.17
OI0000985,O000386,P0018,3,737.1,221.13
OI0000986,O000386,P0015,2,822.38,0.0
OI0000987,O000386,P0010,5,152.93,0.0
OI0000988,O000386,P0030,4,906.49,0.0
OI0000989,O000387,P0028,2,451.2,0.0
OI0000990,O000387,P0012,5,376.81,0.0
OI0000991,O000387,P0023,5,90.24,0.0
OI0000992,O000387,P0004,3,809.76,0.0
OI0000993,O000388,P0023,4,84.75,16.95
OI0000994,O000388,P0018,2,768.54,76.85
OI0000995,O000388,P0005,2,958.85,0.0
OI0000996,O000389,P0005,1,888.1,0.0
OI0000997,O000389,P0005,4,973.84,0.0
OI0000998,O000390,P0020,2,241.1,24.11
OI0000999,O000390,P0018,4,736.5,0.0
OI0001000,O000390,P0006,4,691.43,276.57
OI0001001,O000390,P0016,2,201.44,0.0
OI0001002,O000391,P0019,4,776.06,0.0
OI0001003,O000392,P0015,5,805.49,402.75
OI0001004,O000392,P0003,2,347.37,0.0
OI0001005,O000392,P0022,5,405.28,0.0
OI0001006,O000393,P0015,5,915.19,457.6
OI0001007,O000393,P0024,3,331.8,0.0
OI0001008,O000393,P0010,2,135.85,27.17
OI0001009,O000393,P0024,3,347.61,104.28
OI0001010,O000394,P0022,3,405.92,121.78
OI0001011,O000395,P0028,3,411.66,123.5
OI0001012,O000396,P0020,2,258.12,0.0
OI0001013,O000397,P0016,2,204.06,0.0
OI0001014,O000397,P0011,1,573.37,57.34
OI0001015,O000398,P0022,4,400.98,0.0
OI0001016,O000398,P0007,5,866.9,0.0
OI0001017,O000399,P0002,2,667.51,66.75
OI0001018,O000400,P0016,3,184.43,27.66
OI0001019,O000400,P0001,3,940.41,141.06
OI0001020,O000400,P0013,3,524.98,0.0
OI0001021,O000400,P0004,5,782.84,195.71
OI0001022,O000401,P0009,5,754.35,0.0
OI0001023,O000402,P0011,5,494.64,0.0
OI0001024,O000402,P0027,1,84.01,0.0
OI0001025,O000403,P0009,2,712.2,142.44
OI0001026,O000403,P0003,1,372.38,0.0
OI0001027,O000403,P0020,1,250.58,0.0
OI0001028,O000404,P0029,1,779.68,0.0
OI0001029,O000404,P0010,4,149.92,0.0
OI0001030,O000405,P0009,2,800.33,0.0
OI0001031,O000405,P0025,1,213.5,0.0
OI0001032,O000405,P0002,3,718.28,0.0
OI0001033,O000406,P0020,4,230.79,46.16
OI0001034,O000406,P0004,2,771.43,77.14
OI0001035,O000407,P0004,1,716.26,71.63
OI0001036,O000407,P0024,3,350.2,0.0
OI0001037,O000407,P0029,4,716.0,0.0
OI0001038,O000408,P0029,4,765.58,306.23
OI0001039,O000408,P0023,4,85.71,17.14
OI0001040,O000408,P0028,1,430.63,0.0
OI0001041,O000409,P0011,3,526.74,0.0
OI0001042,O000409,P0012,5,370.62,0.0
OI0001043,O000409,P0003,4,362.82,0.0
OI0001044,O000410,P0022,2,375.51,37.55
OI0001045,O000410,P0029,1,772.1,0.0
OI0001046,O000410,P0016,1,206.64,10.33
OI0001047,O000410,P0024,2,317.27,0.0
OI0001048,O000411,P0003,5,356.54,89.14
OI0001049,O000411,P0018,4,803.62,0.0
OI0001050,O000411,P0002,3,625.38,0.0
OI0001051,O000411,P0013,1,468.42,46.84
OI0001052,O000412,P0030,1,814.61,0.0
OI0001053,O000412,P0016,1,194.21,19.42
OI0001054,O000413,P0029,3,794.24,0.0
OI0001055,O000414,P0027,1,85.44,8.54
OI0001056,O000415,P0011,1,574.07,57.41
OI0001057,O000415,P0018,2,729.21,0.0
OI0001058,O000415,P0025,1,220.54,0.0
OI0001059,O000415,P0003,1,336.71,16.84
OI0001060,O000416,P0008,5,437.21,0.0
OI0001061,O000416,P0026,5,324.29,0.0
OI0001062,O000416,P0001,4,825.49,0.0
OI0001063,O000416,P0006,1,702.13,70.21
OI0001064,O000417,P0005,3,954.12,143.12
OI0001065,O000417,P0008,2,478.46,0.0
OI0001066,O000418,P0021,3,614.63,0.0
OI0001067,O000419,P0020,3,256.35,76.91
OI0001068,O000420,P0009,1,731.05,0.0
OI0001069,O000420,P0022,4,387.36,0.0
OI0001070,O000421,P0009,3,780.99,117.15
OI0001071,O000421,P0002,1,696.06,69.61
OI0001072,O000421,P0006,2,710.37,71.04
OI0001073,O000421,P0017,1,455.64,0.0
OI0001074,O000422,P0024,3,321.93,0.0
OI0001075,O000422,P0011,2,501.84,50.18
OI0001076,O000423,P0002,4,634.56,253.82
OI0001077,O000423,P0015,2,846.45,0.0
OI0001078,O000423,P0015,2,878.88,0.0
OI0001079,O000423,P0007,3,788.75,236.62
OI0001080,O000424,P0015,4,817.81,0.0
OI0001081,O000424,P0008,3,477.96,143.39
OI0001082,O000424,P0029,2,765.99,153.2
OI0001083,O000424,P0028,2,400.76,80.15
OI0001084,O000425,P0009,1,794.35,0.0
OI0001085,O000425,P0008,3,465.7,0.0
OI0001086,O000425,P0029,5,808.86,404.43
OI0001087,O000425,P0029,1,747.32,0.0
OI0001088,O000426,P0016,1,193.65,0.0
OI0001089,O000426,P0003,5,362.43,90.61
OI0001090,O000426,P0007,2,818.51,0.0
OI0001091,O000426,P0021,1,582.49,0.0
OI0001092,O000427,P0015,4,897.41,179.48
OI0001093,O000428,P0028,1,420.41,0.0
OI0001094,O000429,P0023,5,86.56,0.0
OI0001095,O000429,P0026,1,336.72,0.0
OI0001096,O000429,P0024,1,336.64,0.0
OI0001097,O000430,P0012,3,333.95,100.19
OI0001098,O000431,P0008,5,442.49,110.62
OI0001099,O000431,P0024,5,355.06,0.0
OI0001100,O000431,P0025,2,211.42,0.0
OI0001101,O000432,P0012,3,348.93,104.68
OI0001102,O000433,P0015,5,843.91,0.0
OI0001103,O000433,P0007,4,783.61,156.72
OI0001104,O000433,P0029,2,732.25,0.0
OI0001105,O000434,P0016,2,206.33,41.27
OI0001106,O000434,P0021,1,609.34,60.93
OI0001107,O000435,P0010,2,136.47,0.0
OI0001108,O000436,P0021,3,628.02,188.41
OI0001109,O000436,P0027,5,90.07,0.0
OI0001110,O000436,P0019,2,798.45,0.0
OI0001111,O000437,P0025,1,205.66,0.0
OI0001112,O000437,P0015,2,877.1,0.0
OI0001113,O000437,P0023,5,83.15,0.0
OI0001114,O000438,P0019,2,745.51,0.0
OI0001115,O000438,P0006,2,687.02,0.0
OI0001116,O000438,P0022,3,416.0,0.0
OI0001117,O000439,P0004,1,755.38,37.77
OI0001118,O000439,P0025,2,232.4,0.0
OI0001119,O000439,P0005,1,1019.51,101.95
OI0001120,O000440,P0025,5,223.01,111.5
OI0001121,O000440,P0024,4,327.54,0.0
OI0001122,O000440,P0024,4,356.56,0.0
OI0001123,O000441,P0015,3,807.38,0.0
OI0001124,O000441,P0020,2,245.92,0.0
OI0001125,O000442,P0022,1,415.87,20.79
OI0001126,O000442,P0007,4,813.28,325.31
OI0001127,O000442,P0017,1,518.51,0.0
OI0001128,O000442,P0013,2,506.45,50.65
OI0001129,O000443,P0012,3,377.33,113.2
OI0001130,O000443,P0003,2,361.07,36.11
OI0001131,O000443,P0024,4,351.57,0.0
OI0001132,O000444,P0005,5,965.07,0.0
OI0001133,O000444,P0007,3,833.47,250.04
OI0001134,O000444,P0011,1,570.56,57.06
OI0001135,O000444,P0025,4,203.66,40.73
OI0001136,O000445,P0007,2,879.51,0.0
OI0001137,O000445,P0018,4,696.99,0.0
OI0001138,O000446,P0001,1,835.45,0.0
OI0001139,O000446,P0021,4,592.97,0.0
OI0001140,O000447,P0001,1,918.35,45.92
OI0001141,O000447,P0003,5,362.02,181.01
OI0001142,O000448,P0023,1,84.32,8.43
OI0001143,O000448,P0001,3,836.64,0.0
OI0001144,O000448,P0005,3,945.04,0.0
OI0001145,O000448,P0012,2,327.33,0.0
OI0001146,O000449,P0017,1,488.89,0.0
OI0001147,O000449,P0025,1,220.73,0.0
OI0001148,O000449,P0018,3,792.76,0.0
OI0001149,O000450,P0027,2,84.02,16.8
OI0001150,O000450,P0010,3,152.58,22.89
OI0001151,O000450,P0011,2,502.2,0.0
OI0001152,O000451,P0014,4,895.54,0.0
OI0001153,O000452,P0005,4,1007.75,403.1
OI0001154,O000452,P0017,3,463.25,0.0
OI0001155,O000452,P0001,1,844.72,0.0
OI0001156,O000453,P0014,1,786.99,39.35
OI0001157,O000454,P0016,1,207.34,0.0
OI0001158,O000455,P0030,5,837.35,0.0
OI0001159,O000456,P0028,3,457.54,0.0
OI0001160,O000456,P0012,2,370.71,74.14
OI0001161,O000457,P0017,2,504.05,0.0
